log_feature,metric_feature,fusion_features,label
26179,-1,,[1]
26120,52000,8.29E+149,[1]
26168,52000,1036303.187,[1]
-1,52000,68874037,[0]
19363,52000,1091319.679,[1]
-1,52000,70228115.66,[1]
10399,2601,29341176145,
10572,52000,72328986.75,[1]
242,52000,1.62E+147,[1]
26032,52000,5878698.824,[1]
26161,-1,,[0]
-1,52000,8.12E+149,[1]
-1,52000,4.88E+148,
-1,52000,65027356.95,[1]
19818,-1,,[1]
52491,52000,54290054.69,[1]
9018,2957,35428132254,
10663,-1,,[1]
47926,52000,72411309.02,[1]
26106,52000,73066342.67,[1]
-1,52000,69894062.49,[1]
48320,52000,62163750.42,[1]
10161,52000,67006565.39,[1]
26373,52000,60461688.43,[1]
-1,3010,46586690314,
8986,52000,2631694.957,
-1,2593,33428418898,
26368,52000,475652.9027,[1]
8985,52000,917694.6527,[1]
28714,52000,63126083.21,[1]
-1,2561,28440453641,
13890,-1,,[1]
12923,52000,6.80E+148,[1]
48557,52000,60538206.48,[1]
14253,-1,,[1]
25877,-1,,[1]
16939,52000,940937.0236,[1]
25774,52000,59489335.93,[1]
26063,52000,950704.644,[1]
-1,52000,1.43E+149,[1]
12678,52000,5187250.038,[1]
-1,52000,65151357.17,[1]
17965,52000,64428738.27,[1]
-1,52000,2567919.892,[1]
2910,52000,55669165.98,[1]
26052,52000,73619340.05,[1]
48115,52000,4.41E+150,[1]
-1,52000,57352594.5,[1]
19363,-1,,[1]
-1,52000,2656627.901,[1]
-1,52000,1057226.595,[1]
-1,52000,2.88E+150,
17824,2613,26521040562,
9010,52000,2487996.667,[0]
26238,52000,4651384.954,[1]
484,52000,2673818.362,[1]
-1,52000,2525890.947,
16623,2950,20888837464,
26135,52000,68511083.41,[1]
-1,52000,9.48E+149,[1]
4119,-1,,[1]
40479,52000,77382726.01,[1]
32821,-1,,[1]
19012,52000,4703090.103,[1]
36182,52000,2555193.042,[1]
25630,52000,941400.6724,[1]
-1,52000,3.28E+148,[1]
9306,-1,,[1]
8984,2869,21843586613,
26160,52000,63078702.08,[1]
-1,52000,69842606.15,[1]
-1,52000,5031634.537,[1]
-1,52000,,[1]
18142,2849,46849161174,
-1,52000,1089.098706,[1]
-1,52000,908723.8422,[1]
26249,52000,59701772.28,[1]
-1,2637,25947165957,
11235,52000,60985466.05,[1]
10807,52000,966189.8952,[1]
29373,52000,2355810.41,[1]
18458,52000,8.18E+148,[1]
11304,52000,4794175.305,[1]
6293,52000,5683477.966,[1]
13928,52000,3.08E+150,
-1,52000,1048130.165,
51606,52000,1.14E+150,[1]
19311,52000,7.43E+148,[1]
26174,-1,,[1]
-1,-1,,[1]
-1,52000,894405.4099,[1]
17282,52000,2548516.706,[1]
504,52000,931235.1377,[1]
36596,52000,1058023.374,[1]
-1,52000,917934.1341,[1]
-1,52000,5843955.737,[1]
26532,52000,943571.9894,[1]
-1,52000,54401398.67,
47886,52000,58290066.68,[1]
52011,52000,57704492.19,[1]
-1,52000,992964.0482,
25797,52000,2713741.71,[1]
26227,52000,1.12E+149,[1]
26127,52000,917057.6435,[1]
-1,2978,39643692201,
-1,2914,40966932010,
13958,-1,,[1]
242,52000,9.30E+144,[1]
-1,52000,1075430.799,
-1,52000,1052583.187,
26174,-1,,[1]
4691,52000,919427.244,[1]
18605,52000,913430.102,[1]
13770,52000,70751619.08,[1]
40584,52000,2720241.462,[1]
10695,52000,6.80E+149,[1]
484,-1,,[1]
11102,2637,34450807752,
26163,52000,989248.3588,[1]
13839,52000,898719.8818,[1]
33195,52000,69248788.47,[1]
-1,2729,38576374102,
-1,2974,37025438513,
26162,52000,66429505.53,[1]
-1,52000,64164961.48,[1]
12649,52000,,[1]
-1,52000,6053072.963,[0]
26135,52000,2709956.485,[1]
-1,52000,2394216.839,[1]
18459,52000,71927242.03,[1]
36445,-1,,[1]
-1,2837,35860147272,
4696,52000,57749796.51,[1]
-1,52000,943546.6821,[1]
-1,52000,55888145.02,
8983,-1,,[0]
-1,52000,1001845.322,[1]
-1,2809,41951711430,
17847,52000,70500981.36,[1]
25771,52000,1069812.91,[1]
-1,2617,35430277732,
-1,52000,988976.9776,[1]
44407,-1,,[1]
26128,52000,988752.8043,[1]
17971,52000,7.31E+145,[1]
26169,52000,1048032.48,[1]
14425,52000,77308991.77,[1]
18812,52000,5125518.358,[1]
-1,52000,59223332.1,[1]
-1,52000,915172.424,[1]
13347,52000,5.15E+149,[1]
10485,2605,27230181140,
19016,2889,29655137119,
-1,52000,1.39E+150,[1]
26346,52000,56049357.66,[1]
9020,2945,21069260293,
13634,52000,1184.379891,[1]
242,52000,2.62E+150,[1]
33294,52000,2458098.813,[0]
-1,52000,57625463.25,[1]
-1,52000,948519.1714,[1]
26304,52000,5985863.35,[1]
-1,52000,2.31E+148,
-1,52000,78437215.94,[1]
22452,52000,6.77E+147,[1]
-1,52000,2605742.611,[1]
-1,52000,2553252.374,
15040,52000,2588047.758,[1]
18207,-1,,[1]
-1,52000,5015335.689,[1]
17411,52000,56164697.89,[1]
-1,2837,42737411891,
26163,52000,2572365.06,[1]
13612,52000,504960.7527,[1]
19592,52000,70742302.17,[1]
-1,2897,26543489943,
13394,52000,8.18E+149,[1]
28069,52000,453961.0267,[1]
6485,52000,5108666.049,[1]
-1,2785,41295168890,
26132,-1,,[1]
17367,52000,60358002.47,[1]
45017,52000,73503884.12,[1]
10515,52000,69799553.11,
9018,2965,37840279117,
26191,52000,71623489.74,[1]
19732,52000,942430.5016,[1]
4842,52000,2414530.078,[1]
-1,52000,2604798.751,
-1,52000,1062568.406,[1]
14025,52000,64352713.5,[1]
25974,52000,68315946.15,[1]
26323,-1,,[1]
-1,52000,55218059.28,[1]
4538,-1,,[1]
26492,52000,2.86E+149,[1]
26350,52000,5746387.334,[1]
26459,52000,72793415.91,[1]
16601,52000,59381347.63,[1]
19366,-1,,[1]
-1,52000,75082360.79,[1]
242,-1,,[1]
13295,-1,,[0]
26127,52000,69465585.66,[1]
9020,2817,16233122852,
52283,52000,939345.9845,[1]
21774,52000,70454366.99,[1]
25194,52000,73902448.59,[1]
26559,52000,60329900.7,[1]
-1,52000,73029334.47,
26279,52000,2372581.299,[1]
12113,52000,60269962.79,[1]
16886,52000,66417723.19,[1]
245,52000,3.45E+148,[1]
16132,2545,24065114724,
32935,52000,56901186.32,[0]
-1,2881,33169373031,
-1,2917,26751303774,
17761,52000,4889407.434,[1]
15937,52000,54005238.14,[1]
32205,52000,481500.1553,[1]
26719,-1,,[1]
26114,52000,2741409.33,[1]
39665,52000,5141039.314,[1]
21095,52000,474745.6465,[1]
12915,52000,2.01E+150,[1]
26108,52000,2374066.583,[1]
-1,52000,2658556.605,[1]
9018,52000,63045773.22,[1]
29037,-1,,[1]
484,52000,60629592.26,[1]
26075,52000,896268.3395,[1]
40583,52000,3.87E+149,[1]
11292,2881,32694690349,
13825,52000,,[1]
-1,52000,73849959.47,
8983,52000,970857.1297,
-1,52000,70923158.16,[0]
-1,52000,2660330.417,[1]
16132,-1,,[1]
28724,52000,495340.7997,[1]
44487,52000,70888201.29,[1]
19227,-1,,[1]
11828,-1,,[1]
-1,52000,59381126.97,[1]
15336,-1,,[0]
24890,52000,1052524.104,[1]
52233,52000,73666912.76,[1]
26118,52000,4810802.542,[1]
-1,52000,5399890.774,[1]
-1,52000,900374.3587,[1]
26124,52000,66200832.06,[1]
26211,52000,67009801.58,[1]
18934,52000,5368662.782,[1]
-1,52000,65335638.27,[1]
24627,52000,2.67E+149,[1]
-1,52000,2716393.516,[1]
-1,2745,39454603041,
26158,52000,2596555.484,[1]
9021,2929,26034323035,
-1,2942,36706583080,
250,-1,,[1]
40254,-1,,[1]
26254,52000,64982118.54,[1]
242,52000,1058569.205,[1]
14650,52000,56499818.27,[1]
-1,52000,8.46E+147,[1]
48099,52000,67774426,[1]
33501,-1,,[1]
-1,2929,30537577859,
13634,52000,69033072.51,[1]
-1,3006,36988304755,
27480,52000,2736759.152,[1]
26196,52000,5565297.162,[1]
4704,52000,56668066.73,[1]
13002,-1,,[1]
44775,52000,1086144.14,[1]
9019,2829,22543671147,
-1,52000,353.8359447,[1]
26176,52000,59557388.25,[1]
17134,-1,,[1]
-1,2104,1.31E+11,
14814,52000,72522585.2,[1]
26264,52000,969542.2179,[1]
48023,52000,6.05E+149,[1]
14484,52000,56745525.51,[1]
26119,52000,71772822.43,[1]
-1,52000,61078427.09,[1]
44346,52000,5357958.507,[1]
32893,-1,,[1]
26298,52000,7.27E+142,[1]
28789,-1,,[0]
242,52000,59212180.88,[1]
3506,52000,5770491.659,[1]
13381,52000,69676648.71,[1]
26281,-1,,[1]
9016,52000,947150.4036,[1]
19992,52000,7.51E+149,[1]
4701,52000,70670161.23,[1]
5090,52000,75480271.53,[1]
8985,2829,21207204604,
17433,52000,5562856.619,[1]
-1,52000,1.42E+149,
13635,2893,41486873234,
-1,52000,61985915.66,[1]
25984,52000,74891667.88,[1]
18699,-1,,[1]
-1,52000,57655787.34,
-1,52000,8.36E+150,[1]
9920,2902,21401215776,
13871,52000,7.46E+150,
-1,52000,64000050.08,[1]
28802,52000,5.00E+150,[1]
14797,52000,2409990.751,[1]
-1,2681,43324108921,
-1,-1,,[1]
484,-1,,[1]
26074,52000,55771347.1,[1]
26282,-1,,[1]
-1,52000,5941395.186,[1]
25989,52000,2697461.062,[1]
242,-1,,[1]
15162,52000,64522548.21,[1]
21628,52000,60168445.43,[1]
11443,52000,497065.2905,[1]
10799,52000,63869286.42,[1]
16699,52000,56028033.42,[1]
39,52000,66377304.12,[1]
10730,52000,75156914.51,[0]
9026,2797,21278922792,
10997,52000,55391745.14,[1]
-1,52000,63577163.8,
16432,2841,41349168788,
-1,52000,67700726.41,[1]
29009,52000,2.32E+150,[1]
-1,52000,62410810.66,[1]
48442,-1,,[1]
11206,52000,1071355.319,[1]
-1,3106,38887464273,
4494,52000,1025510.111,[1]
-1,52000,66868843.08,[1]
-1,52000,59387210.75,[1]
-1,52000,66141177.08,
25909,52000,64111866.51,[1]
19481,52000,68386234.4,[1]
15334,52000,54823836.56,[1]
18067,52000,69507972.76,[1]
44569,-1,,[1]
10839,52000,3.90E+149,[1]
-1,2725,43250754300,
36502,52000,1060795.923,[1]
4755,52000,507992.7637,[1]
26078,52000,5600758.098,[1]
10562,2841,25136853019,
9025,52000,66157158.46,[1]
-1,52000,5687603.224,[1]
5389,-1,,[1]
10255,52000,2839001.636,[1]
-1,52000,2.36E+148,[1]
26718,-1,,[1]
32799,-1,,[1]
32872,52000,6.84E+149,[1]
13611,-1,,[1]
17732,-1,,[1]
-1,52000,54075726.17,[1]
26150,52000,4782829.822,[1]
26197,52000,59973064.69,[1]
26167,52000,54827006.62,[1]
26269,52000,2665994.401,[1]
16459,52000,76024836.38,[1]
26224,-1,,[1]
11211,52000,61723613.74,[1]
40240,52000,71979405.57,[1]
8983,2901,29975300807,
14606,-1,,[1]
26337,52000,5914581.813,[1]
-1,52000,665.470926,[1]
47928,52000,69981619.95,[1]
12646,52000,62593137.91,[1]
48379,52000,64828010.6,[1]
-1,52000,967974.5644,[1]
8982,516,145.609941,
4712,52000,67063206.01,[1]
26409,52000,72050521.99,[0]
4684,52000,5783588.817,[1]
26014,52000,68352686.28,[1]
-1,52000,66138905.57,
19818,52000,61489086.12,[1]
48308,52000,963378.1093,[1]
-1,3094,32129851351,
36348,-1,,[1]
-1,52000,1.32E+149,[1]
-1,52000,1.72E+150,[1]
26333,52000,72101781.03,[1]
10242,-1,,[1]
40405,52000,74736631.64,[1]
9018,-1,,[0]
52283,52000,1.64E+147,[1]
17940,52000,2709365.58,[1]
17792,2785,41458719293,
16704,52000,64316908.75,[1]
25783,52000,3.11E+148,[1]
16262,-1,,[1]
12965,52000,5030163.69,
-1,52000,2440181.775,[1]
-1,256,0.123898502,
-1,52000,61657186.13,
25990,52000,913.3577982,[1]
-1,52000,70867490.88,[1]
242,-1,,[1]
14169,-1,,[1]
6968,-1,,[1]
-1,52000,1050825.887,[1]
6038,52000,63975836,[1]
18952,52000,55326562.3,[1]
44277,52000,71121840.7,[1]
-1,2842,39941415244,
-1,52000,7.06E+149,[1]
-1,52000,23099492.22,
1554,-1,,[1]
-1,52000,4.21E+150,[1]
-1,2742,37731562723,
26257,52000,60519008.47,[1]
11169,52000,58314804.92,[1]
26247,52000,55562874.4,[1]
16244,52000,1.32E+142,
8054,52000,910208.6155,[1]
-1,52000,54851426.57,[1]
26184,-1,,[1]
-1,52000,983114.3588,
26444,52000,60539663.39,[1]
18155,52000,73687072.74,[1]
10857,-1,,[1]
26030,-1,,[1]
2480,52000,1017395.532,[1]
-1,3046,38693921217,
13843,-1,,[1]
9019,52000,73041270.81,[1]
26617,-1,,[1]
11672,-1,,[1]
60,-1,,[1]
-1,52000,1.26E+150,[1]
24085,52000,63379381.23,[1]
-1,52000,962395.1242,
-1,52000,67731555.25,[1]
52351,-1,,[0]
12104,-1,,[1]
74607,52000,58744627.47,[0]
254,52000,4.19E+149,[1]
248,52000,75818791.35,[1]
-1,2593,33226686657,
-1,52000,7.70E+149,[1]
13541,-1,,[1]
14002,2937,28602554893,
25413,-1,,[1]
2389,-1,,[1]
25886,52000,937535.847,[1]
44407,52000,5587131.922,[1]
12423,-1,,[1]
26275,-1,,[1]
-1,52000,5127383.854,[1]
26150,52000,66529855.38,[1]
10064,52000,59672383.42,[1]
32142,52000,1084969.516,[1]
24278,52000,73968344.3,[1]
14401,52000,6.62E+148,[1]
11067,52000,3.36E+149,[1]
16700,-1,,[1]
17972,2966,25109725138,
9058,2769,28402510589,
-1,2913,35156501578,
28605,52000,1.15E+150,[1]
10534,52000,2426887.733,[1]
-1,52000,2379700.47,[1]
26081,52000,69441599.69,[1]
-1,52000,73994561.65,
22417,52000,73693012.86,[1]
39,-1,,[1]
17915,52000,64134255.22,[1]
9019,52000,72586176.09,
47802,52000,3.13E+150,[1]
14095,52000,1086276.744,[1]
8890,52000,492267.4409,[1]
-1,52000,69915808.33,
26349,52000,7.13E+148,[1]
-1,52000,4.56E+148,
242,52000,76085543.53,[0]
15699,-1,,[1]
9021,2925,28377239330,
-1,52000,507067.9584,[1]
26801,-1,,[1]
26238,52000,882082.9576,[1]
4678,52000,3.47E+150,[1]
25769,52000,2508185.688,[1]
26528,52000,5331150.169,[1]
8985,-1,,[1]
44485,52000,2692355.427,[0]
8985,52000,74046448.91,[1]
-1,2653,36422779724,
-1,52000,3.68E+147,
14003,2886,23929454113,
39833,52000,2669473.02,[1]
-1,2825,44628665583,
-1,52000,63396225.18,[1]
17542,-1,,[1]
-1,52000,62984083.53,[1]
-1,52000,678.8175209,[1]
11863,-1,,[1]
-1,52000,58362010.02,[1]
17872,2857,40174876297,
15466,52000,3.64E+148,[1]
28830,52000,69955596.23,[1]
32259,52000,63872619,[1]
26330,-1,,[1]
26024,52000,76486923.3,[1]
25792,52000,939269.3487,[1]
-1,524,0.102638985,
26236,52000,61597002.77,[1]
4132,-1,,[1]
-1,52000,820.5274101,[1]
18079,52000,71146406.38,[1]
18081,2765,44700590810,
26143,52000,5796872.552,[1]
10949,52000,2.20E+146,[1]
26173,52000,5345382.752,[1]
-1,52000,3.49E+149,[1]
-1,2625,37145973665,
18717,52000,70615052.04,[1]
-1,52000,1.67E+150,[1]
26071,52000,495999.5419,[1]
6460,52000,958290.3588,[1]
26072,52000,61143687.73,[1]
-1,52000,74027593.67,[1]
9020,52000,1080189.448,
16624,2942,23579189073,
26170,-1,,[0]
-1,2725,35095873617,
40494,-1,,[1]
22137,-1,,[1]
8984,-1,,[1]
10869,52000,69269453.73,[1]
26066,52000,4693692.623,[1]
11104,52000,61181084.39,[0]
17836,2873,31775298702,
16166,-1,,[1]
-1,52000,1043449.749,[1]
48216,-1,,[1]
-1,2777,40860137592,
16420,52000,1033554.016,[0]
52598,52000,73639060.57,[1]
48451,52000,55169383.36,[1]
-1,52000,5159414.746,[1]
9047,52000,72435380.36,[0]
-1,52000,69458406,[1]
3205,52000,472905.3089,[1]
-1,52000,449494.8558,[1]
21234,52000,5070022.003,[1]
26068,52000,2697558.109,[1]
-1,52000,1144645.527,
26288,52000,971336.0113,[1]
26002,52000,1057786.893,[1]
28730,52000,2.15E+143,[0]
17129,52000,54137382.34,[1]
26146,52000,72177042.18,[1]
242,52000,75903324.57,[1]
9886,2886,17451916976,
52241,-1,,[1]
25885,52000,70535837.76,[1]
246,-1,,[1]
-1,52000,1.46E+148,[1]
28600,52000,5603322.903,[1]
40448,52000,74993779.88,[0]
44169,52000,59660172.42,[1]
26171,52000,930661.544,[1]
11769,52000,74031977.74,[1]
-1,2841,39586642614,
24912,52000,4822840.629,[1]
23087,52000,8.58E+149,[1]
48551,52000,68261099.95,[1]
19205,-1,,[1]
-1,52000,464745.985,
330,52000,62521189.95,[1]
-1,52000,1.55E+150,[1]
25721,52000,61034296.2,[1]
26258,-1,,[1]
26358,-1,,[1]
25159,52000,4.72E+149,[1]
-1,52000,972111.285,
-1,2885,39955481273,
11099,52000,694.5707689,[1]
28892,52000,66604349.93,[1]
40463,52000,5.65E+149,[1]
9019,52000,152025601.8,[1]
40471,52000,64023224.42,[1]
-1,52000,70365887.94,[1]
26317,52000,2451263.067,[1]
48380,52000,1.68E+150,[1]
-1,52000,6.76E+149,[1]
10452,52000,2.84E+149,[0]
7990,52000,68959773.53,[1]
19,52000,1072301.244,[1]
-1,52000,54801789.44,
245,52000,70733971.79,[1]
12990,1891,1.30E+11,
-1,52000,67762533.3,[1]
10415,52000,58785274.28,[1]
4950,52000,76886101.9,[1]
28815,-1,,[1]
12289,-1,,[1]
-1,52000,6.75E+148,
16577,-1,,[1]
13820,52000,1069164.065,[1]
26137,-1,,[1]
11177,-1,,[1]
8986,52000,6.74E+147,
19798,52000,69629162.68,[1]
22970,-1,,[1]
-1,52000,64352574.89,[0]
26274,-1,,[1]
44486,52000,54308178.78,[1]
10458,52000,54828956.62,[1]
9019,2925,23523237926,
52196,-1,,[1]
29105,52000,74352435.22,[1]
-1,2649,35598673714,
17688,52000,76317809.42,[1]
242,-1,,[1]
36415,-1,,[1]
-1,52000,2.16E+150,[1]
-1,52000,5348309.719,[1]
24398,-1,,[1]
20898,52000,1059718.897,[1]
12695,52000,915225.6635,[1]
-1,2681,39959842898,
-1,52000,922429.6367,
4097,52000,55424286.08,[1]
52339,-1,,[1]
12984,52000,1.96E+148,
-1,52000,2476330.184,[1]
26330,52000,60794499.07,[1]
25959,52000,5490176.371,[1]
63480,52000,74929211.66,[1]
43272,-1,,[1]
26056,52000,63346055.18,[1]
26210,-1,,[1]
-1,52000,5905149.451,
287,52000,57744090.03,[0]
-1,52000,65798365.76,[1]
15645,-1,,[1]
44350,-1,,[1]
15277,2982,22412199426,
4682,52000,1122730.084,[1]
9020,2897,24442361581,
25293,52000,994731.1603,[1]
484,52000,498037.6078,[1]
16737,52000,2.24E+150,[1]
-1,52000,511187.7198,[1]
-1,52000,8.94E+145,[1]
242,-1,,[1]
26350,-1,,[1]
-1,52000,73790831.56,[1]
26241,-1,,[1]
13128,52000,76218591.36,[1]
15001,52000,30464.83118,[1]
18832,52000,54926829.64,[1]
15331,52000,6008966.663,[1]
15166,52000,2581363.369,[1]
503,52000,2.63E+147,[1]
-1,3010,46203097256,
26555,52000,1.48E+150,[1]
44086,-1,,[1]
26368,52000,2484426.368,[1]
8986,-1,,[1]
17001,-1,,[1]
-1,52000,2810692.147,[1]
242,52000,67701830.08,[1]
9020,2865,29311551329,
15195,2777,41116884371,
-1,52000,56705086.09,[1]
10892,52000,68075513.41,[1]
8987,52000,6.10E+148,
-1,52000,63438089.95,
-1,52000,5930682.358,
2918,52000,5335421.001,[1]
19189,52000,2.28E+149,[1]
26036,52000,61462685.87,[1]
-1,52000,2439481.305,[1]
26519,52000,5382044.548,[1]
17709,-1,,[1]
26087,-1,,[1]
26513,52000,992938.6597,[1]
26313,52000,56568239.12,[1]
-1,52000,957458.2895,[1]
11394,52000,8.84E+142,[1]
26245,-1,,[1]
-1,52000,69661801.77,
26134,52000,3.96E+148,[1]
17910,52000,5025921.872,[1]
16277,-1,,[1]
-1,52000,5583819.895,[1]
-1,52000,4996118.006,[1]
26045,52000,5247169.605,[1]
484,52000,2713135.385,[0]
19269,52000,1006474.338,[1]
-1,52000,1068594.834,[1]
-1,52000,8.44E+146,[1]
397,52000,1055000.829,[1]
13474,52000,2452767.064,[1]
-1,52000,2581045.029,[1]
8161,52000,67478068.09,[1]
35881,-1,,[1]
19475,52000,1.86E+146,[1]
16346,52000,59209954.99,[1]
-1,52000,,[1]
36434,52000,975857.9594,[1]
-1,52000,470036.0115,[1]
16700,52000,59053474.97,[1]
13082,52000,1.67E+149,[1]
16100,52000,1013332.588,[1]
17554,52000,61905599.62,[1]
48389,52000,60233350.15,[1]
19438,52000,4811014.291,[1]
9919,3054,25640917697,
26246,-1,,[1]
-1,52000,1.47E+150,[1]
-1,52000,64952576.13,[1]
26190,-1,,[1]
26227,-1,,[1]
26208,52000,1005957.202,[1]
-1,52000,,[1]
-1,52000,1066518.417,[1]
36518,52000,1044020.202,[1]
26335,52000,478676.3144,[1]
17447,52000,61449479.22,[1]
25371,52000,58480913.62,[1]
26468,-1,,[1]
26335,52000,68098062.1,[1]
2468,-1,,[1]
-1,52000,2613963.522,[1]
10850,-1,,[1]
13354,52000,76031702.16,[1]
25823,52000,70647802.68,[1]
-1,52000,73004213.29,[1]
484,-1,,[1]
28629,52000,73524641.8,[1]
25981,52000,62294386.67,[1]
-1,2713,35387130383,
15834,52000,6.04E+150,[1]
8982,52000,5984983.556,[1]
26518,52000,71923328.96,[1]
26156,52000,5450617.086,[1]
-1,52000,68140107.17,[1]
14156,52000,70084851.72,[1]
-1,52000,4.31E+148,[1]
16419,2625,34509482833,
26245,-1,,[1]
26137,-1,,[1]
-1,360,0.075059241,
14004,-1,,[1]
44271,-1,,[1]
-1,52000,960579.553,
14088,2717,40233253494,
242,52000,38392465.93,[1]
10764,52000,54544310.43,[1]
9016,52000,985009.2998,[1]
10920,52000,63944549.83,[1]
-1,52000,1067871.936,[1]
17888,2849,20560896136,
18239,2885,43153805674,
484,52000,7.01E+144,[0]
2482,52000,5.94E+148,[1]
26147,-1,,[0]
-1,52000,2.48E+150,
26229,52000,56371517.73,[1]
26223,-1,,[1]
242,52000,2426815.041,[1]
-1,2475,94823698556,
28650,52000,8.47E+145,[1]
26039,52000,68702565.48,[1]
10818,52000,1012374.223,[1]
24107,52000,64149692.42,[1]
26280,52000,2470976.217,[1]
-1,52000,3.44E+145,[1]
26267,-1,,[1]
12219,52000,56379280.06,[1]
52518,-1,,[1]
26135,52000,5760943.127,[1]
12622,52000,61250355.17,[1]
927,52000,486020.5827,[1]
10419,52000,2699276.351,[1]
-1,52000,957358.7447,
14040,2833,16650971666,
-1,52000,68264440.83,
18683,52000,1510.902657,[1]
-1,52000,70280258.73,[1]
-1,52000,920171.3612,[1]
17648,-1,,[1]
-1,52000,1.73E+150,[1]
15337,52000,74447015.46,[1]
15032,52000,75137353.44,[0]
26062,52000,2757148.201,[1]
25765,52000,69733963.34,[1]
19707,52000,1045664.365,
8984,52000,58949846.84,[1]
10062,-1,,[1]
24027,52000,,[1]
-1,2942,35428908709,
2897,52000,1069952.155,[1]
12135,52000,70572928.02,[1]
26252,52000,3.79E+146,[1]
32647,52000,2613279.709,[1]
18337,-1,,[1]
26293,52000,5609058.379,[1]
26112,52000,60917466.25,[1]
15883,52000,1.14E+150,[1]
10929,52000,70098075.61,[1]
-1,52000,70976121.08,
25736,52000,5623920.606,[1]
-1,52000,72872181.77,[1]
45185,-1,,[1]
13294,52000,494105.2117,[1]
3283,52000,4.30E+145,[1]
14595,-1,,[1]
-1,52000,5353810.949,[1]
242,52000,58025821.37,[1]
-1,3022,39532618274,
25866,-1,,[1]
48094,52000,62465885.14,[1]
12963,52000,1083401.441,[1]
-1,52000,1047477.686,
4679,-1,,[1]
-1,52000,3.52E+148,
12617,52000,3954942.901,
26601,-1,,[1]
-1,52000,1.71E+149,[1]
11785,2857,36035438934,
26204,-1,,[1]
13584,-1,,[1]
13332,52000,75964931.23,[1]
52707,52000,2370743.382,[1]
11546,-1,,[1]
246,52000,56378534.91,[1]
-1,2862,41522352579,
-1,52000,71221355.88,[1]
60,52000,2.12E+146,[1]
12988,52000,55498142.21,
-1,2937,28811485072,
26151,52000,2405494.397,[1]
12542,52000,6.14E+145,[1]
44444,-1,,[1]
32276,52000,2529978.461,[1]
16623,52000,1.42E+150,[1]
26149,52000,8.68E+147,[1]
16625,2970,19925997207,
16531,52000,62567909.58,[1]
26180,52000,2571115.268,[1]
9022,2877,29877395231,
19668,52000,997880.1755,[1]
242,52000,61652589.2,[1]
11492,52000,5330391.382,[1]
15277,2978,21041777933,
10695,-1,,[1]
1,52000,63026253.16,[1]
-1,52000,5310805.979,
-1,52000,70136833.61,[1]
19701,52000,1.30E+150,[1]
32179,-1,,[1]
13651,52000,2.06E+148,[1]
26315,52000,4.92E+149,[1]
17321,52000,72608871.41,[1]
243,52000,8.12E+144,[1]
18568,52000,74578820.39,[1]
9017,52000,5057322.638,[1]
26067,52000,1011033.238,[1]
13904,52000,2450057.963,[1]
36346,-1,,[1]
27335,52000,69007251.12,[1]
26669,52000,2589420.097,[1]
32059,52000,1.59E+150,[1]
-1,52000,68794672.51,[1]
26138,52000,59855193.54,[1]
14519,2845,34639438040,
